PV_scaling_factor,bat_system_kWh,total_net_savings
31,21,1075660.685942585
31,22,1086794.447921859
31,23,1101408.4890933917
31,24,1113577.9439897137
31,25,1125082.1078178158
31,26,1136472.5247198134
31,27,1148637.0357155288
31,28,1155418.1290691649
31,29,1167314.860277949
32,0,760078.0991779105
32,1,772243.0988599081
32,2,784659.3991792714
32,3,796494.560798062
32,4,808223.3950337535
32,5,820455.2701165061
32,6,832121.8922858825
32,7,844213.6520673335
32,8,856310.555903205
32,9,868170.0676267734
32,10,880549.3349603692
32,11,892296.1538133724
32,12,903951.2251531822
32,13,915598.9546377934
32,14,928045.4330049932
32,15,939910.823849563
32,16,952231.6560050426
32,17,963973.120483862
32,18,976395.7155113202
32,19,986295.9829788876
32,20,998419.2263172916
32,21,1010514.9311055976
32,22,1021853.2433112874
32,23,1032494.4973303773
32,24,1043965.9127017146
32,25,1055121.751725222
32,26,1064968.1988139404
32,27,1077238.247436866
32,28,1088182.6429007004
32,29,1099069.3540246796
33,0,695939.4832351815
33,1,708286.4913315291
33,2,720574.4300350465
33,3,732418.2517895335
33,4,744236.465627409
33,5,756459.2057291546
33,6,782586.309921823
33,7,794311.9319426175
33,8,806427.5748206303
33,9,806222.2393488733
33,10,817987.0883515966
33,11,829170.6328643835
33,12,841519.3212555244
33,13,853878.6270023347
33,14,866174.8221133824
33,15,876796.4355948998
33,16,887184.5207489061
33,17,899133.6895052448
33,18,911309.8846447666
33,19,922407.1009782387
33,20,933945.2514753712
33,21,945745.5154000374
33,22,957907.3911434098
33,23,970229.0456179716
33,24,982316.3595498388
33,25,994533.6345755204
33,26,1004505.2579811122
33,27,1014979.3686266488
33,28,1025917.351794464
33,29,1037899.8992799164
34,0,631975.1217854884
34,1,644221.1904335639
34,2,656350.3425327269
34,3,668210.455513224
34,4,680287.0589662984
34,5,692367.7271125594
34,6,704062.3632382508
34,7,715570.606203347
34,8,728080.1068359148
34,9,739953.4913721879
34,10,752039.2002424668
34,11,764096.522286695
34,12,776395.3810095356
34,13,788461.5986278374
34,14,800360.6220821617
34,15,812489.9117600825
34,16,824701.5799046913
34,17,836944.4302987889
34,18,848087.3731525289
34,19,858795.1667922502
34,20,871164.8714145087
34,21,882177.1152864932
34,22,892703.179802068
34,23,904021.9422596646
34,24,914178.9602878073
34,25,923550.2821044659
34,26,935377.7369827684
34,27,946714.9062506016
34,28,958600.2933875704
34,29,971646.9566259906
35,0,567848.7969435635
35,1,580091.4597569546
35,2,592259.0624137898
35,3,604132.1302627376
35,4,616053.5214096075
35,5,628166.4359207381
35,6,640250.8926309401
35,7,652205.6413412979
35,8,664770.9854552592
35,9,677374.4840626302
35,10,689251.2915470114
35,11,701123.5793037526
35,12,712611.6156259051
35,13,723872.5430768158
35,14,735792.1400410263
35,15,746686.3239751605
35,16,757133.8099801121
35,17,768729.1172020021
35,18,780907.1099055791
35,19,792123.5871371417
35,20,803470.934957196
35,21,814957.6516677509
35,22,826936.4898801502
35,23,838447.6527566649
35,24,849542.8508202115
35,25,858791.5798393846
35,26,871025.9418341902
35,27,882313.994098471
35,28,891232.4332211306
35,29,902498.2199954614
36,0,503446.0895407805
36,1,515764.63628967525
36,2,527687.9822221666
36,3,539667.4806006113
36,4,551464.5118942088
36,5,563286.5572795353
36,6,575003.7266718922
36,7,586560.82633666
36,8,598822.4459835829
36,9,611065.3908825782
36,10,622568.1056359201
36,11,633828.1052691373
36,12,645932.4330034305
36,13,657533.1549622095
36,14,669254.3923554511
36,15,681077.1293207025
36,16,692823.3141956222
36,17,703527.263668559
36,18,713817.5446138193
36,19,725036.6945900465
36,20,736482.1175988181
36,21,747669.016117386
36,22,757621.3951563998
36,23,769102.8492656385
36,24,780185.0812602695
36,25,790884.1468192241
36,26,800783.1372202584
36,27,810894.2507841054
36,28,821876.6868010839
36,29,833680.7244816632
37,0,438350.0393793918
37,1,450903.05306433234
37,2,463060.92324052704
37,3,474907.249902311
37,4,486130.9447033168
37,5,498152.63194665546
37,6,510147.06012114417
37,7,521881.40361691825
37,8,534260.8321645448
37,9,545480.7542669307
37,10,555875.4296406743
37,11,567759.8881430272
37,12,579908.0494662211
37,13,591203.3832116448
37,14,602677.6148226333
37,15,612733.3243965101
37,16,624872.7801985573
37,17,637076.0986119788
37,18,648033.4560319118
37,19,658463.6086759018
37,20,669129.8999733361
37,21,680600.1541778259
37,22,691202.8184652771
37,23,702967.1110454365
37,24,714393.1281397655
37,25,725333.5824665078
37,26,736993.9589681244
37,27,748250.8437010879
37,28,757547.6466390351
37,29,767976.1775623588
38,0,372289.49249098543
38,1,384511.2167788809
38,2,396131.5629435342
38,3,407756.7544674827
38,4,419007.52088857116
38,5,430881.1966494459
38,6,442662.1064038365
38,7,454190.192606058
38,8,466385.3432979132
38,9,478609.8550453747
38,10,490522.01528024976
38,11,501684.1767901601
38,12,512888.87765794527
38,13,524143.7949840585
38,14,535833.4101646405
38,15,547781.5349934855
38,16,558271.4148936467
38,17,570080.6151997531
38,18,581656.693231361
38,19,593489.1688498715
38,20,604307.6935708569
38,21,615342.0802381053
38,22,626377.7892788837
38,23,637554.235539285
38,24,649270.6830410683
38,25,659485.609236469
38,26,670340.5057033699
38,27,681393.3433444519
38,28,691624.9301812856
38,29,701488.0386042246
39,0,305097.0802387119
39,1,317308.21943350835
39,2,329402.7730663447
39,3,341361.79543845926
39,4,353079.33996108826
39,5,369303.01393641625
39,6,380631.47916410817
39,7,392222.8092183302
39,8,403954.80438462924
39,9,414914.2238524812
39,10,425067.8156148002
39,11,436681.06982062804
39,12,448542.0072341175
39,13,460046.3111872447
39,14,471262.94642240275
39,15,482061.4567844069
39,16,493581.0971035366
39,17,504732.0578947861
39,18,515287.15679099085
39,19,525920.7731481618
39,20,543373.4974567429
39,21,555019.4260344794
39,22,565288.6984145665
39,23,575604.4018449215
39,24,587123.2736623567
39,25,599227.6177514391
39,26,610113.5018858383
39,27,626623.0931495945
39,28,636999.8530268949
39,29,647803.163425941
40,0,239136.8384982309
40,1,251440.50681442593
40,2,263649.3384103348
40,3,275359.0437773558
40,4,287132.6927340613
40,5,299251.7301121168
40,6,311104.4998750347
40,7,322282.3549329676
40,8,334283.7747316911
40,9,346192.10528479656
40,10,357226.0867791716
40,11,368488.6353879026
40,12,380061.5928164135
40,13,391376.2020463194
40,14,402808.0563382887
40,15,413340.33132170094
40,16,424778.00132431556
40,17,436718.7416648306
40,18,448722.78976841597
40,19,459895.8596630079
40,20,470751.1125307926
40,21,482498.9113605558
40,22,494284.1786685167
40,23,504890.9090888011
40,24,516670.6466980395
40,25,528268.2667983905
40,26,539245.9207472997
40,27,551540.9716469143
40,28,559212.3743434832
40,29,571128.3670773404
41,0,173785.4348415985
41,1,185812.3186521232
41,2,197691.4108936675
41,3,209097.36443045782
41,4,220554.3815844739
41,5,232280.5422389158
41,6,243764.42268664716
41,7,254864.20780856267
41,8,266755.009180667
41,9,278597.5081925327
41,10,290611.9577647955
41,11,302297.397058037
41,12,316129.4506369694
41,13,327746.93688790547
41,14,339617.875930505
41,15,351291.84054559097
41,16,362364.1984436638
41,17,373538.80170417717
41,18,385477.725287152
41,19,397289.9627310666
41,20,406066.7610076199
41,21,416921.80044951744
41,22,427890.059963176
41,23,439086.2765050762
41,24,451034.2721120431
41,25,462800.5192265962
41,26,474735.6465015444
41,27,485773.32471238216
41,28,497545.269979313
41,29,507946.0538334353
42,0,106840.88556362083
42,1,118756.35296461638
42,2,130727.97327773646
42,3,142411.47717683576
42,4,154198.36561937584
42,5,165695.8524595144
42,6,177545.03712500678
42,7,189257.73038349813
42,8,201425.32095807837
42,9,213717.5840519648
42,10,224785.45633282745
42,11,236589.48465490947
42,12,247849.65972144622
42,13,259399.51625326753
42,14,271454.29050353356
42,15,282690.03956949804
42,16,293649.6520108613
42,17,305495.91891293984
42,18,317550.26418857044
42,19,328750.2074373048
42,20,339961.94965353
42,21,350409.5282642823
42,22,361972.7970181183
42,23,373279.29999475006
42,24,385213.83438730973
42,25,396007.8951082239
42,26,405804.7794048884
42,27,417375.0110299676
42,28,429302.33350781724
42,29,441193.5059320647
43,0,41002.93539432704
43,1,53135.2910922165
43,2,64905.86824959377
43,3,76674.5610064501
43,4,87873.60096926696
43,5,99992.9291412048
43,6,111564.48100516805
43,7,123031.36918144405
43,8,134517.36487409566
43,9,146347.10495535284
43,10,157770.5590384407
43,11,169396.7401576531
43,12,180384.91879928962
43,13,192433.2037931484
43,14,203900.9467696608
43,15,215664.0287281014
43,16,227065.07270891452
43,17,238765.50443600398
43,18,249354.38677352155
43,19,259885.7396165398
43,20,270959.3803640478
43,21,281368.3321188623
43,22,293221.9314927049
43,23,305084.0809152997
43,24,315708.027024325
43,25,327329.3680376094
43,26,339049.1974632535
43,27,349737.3797964967
43,28,361507.30516740226
43,29,370236.00187121425
44,0,-25876.2732163294
44,1,-14090.836262805387
44,2,-2322.8478390234523
44,3,8807.106079575606
44,4,20333.362072762102
44,5,32289.145436477847
44,6,43952.31812900398
44,7,55377.151439776644
44,8,67322.85153970483
44,9,78894.70353381243
44,10,90705.78509554628
44,11,102620.84153775126
44,12,113442.50543494942
44,13,125359.23357999779
44,14,136168.15164696658
44,15,147284.23302563606
44,16,159442.68293406814
44,17,170790.06160930265
44,18,182775.86840055184
44,19,194307.4684916064
44,20,205645.0350176799
44,21,217288.6876610294
44,22,227270.43781863758
44,23,236720.8084087819
44,24,246918.25863657752
44,25,258232.8394237114
44,26,269839.63968265336
44,27,280094.60495408624
44,28,290633.47363100154
44,29,299660.3597279568
45,0,-93232.97322710743
45,1,-81126.8695120886
45,2,-69308.0112208788
45,3,-57985.395638371
45,4,-46544.68759092968
45,5,-34777.80953951285
45,6,-23090.623294927645
45,7,-12069.251389745623
45,8,76.1401359726442
45,9,11167.443707617931
45,10,23211.36413301807
45,11,34797.03377751168
45,12,46697.25985018897
45,13,57952.24438088841
45,14,69607.45192811359
45,15,80764.56533601612
45,16,91577.49514887575
45,17,101552.19391890336
45,18,112490.72838876396
45,19,124185.30496249546
45,20,135352.83393404912
45,21,146157.72309499793
45,22,156276.68370662024
45,23,168809.3695390923
45,24,179392.62834671652
45,25,190328.15266911977
45,26,201692.55943259224
45,27,211048.4177505807
45,28,220579.74460786674
45,29,232302.01892515074
46,0,-160594.2323819874
46,1,-148707.78752953047
46,2,-137090.43409187114
46,3,-125374.93645813316
46,4,-113752.9115321358
46,5,-101925.54671340855
46,6,-90498.96755314793
46,7,-78758.42395408184
46,8,-66751.52577743295
46,9,-55154.34880776226
46,10,-44149.02250064898
46,11,-32930.43468835531
46,12,-21594.120164520573
46,13,-10352.326830058475
46,14,1514.5717623806559
46,15,12321.446282595862
46,16,24012.165651232935
46,17,33989.70691235736
46,18,45741.099509058986
46,19,57326.87708101235
46,20,66930.10363763664
46,21,77160.43567080749
46,22,87684.85174871876
46,23,97559.41514919745
46,24,108696.09654032392
46,25,120485.32801071182
46,26,129129.19649962231
46,27,139781.61535759922
46,28,149446.02487290744
46,29,160892.57803087356
47,0,-227611.51857601583
47,1,-215609.3853157037
47,2,-203790.5573531799
47,3,-192096.8725871807
47,4,-181010.6177306152
47,5,-169181.45513484615
47,6,-157903.61416932195
47,7,-146785.13015335065
47,8,-135076.26153616596
47,9,-123549.61060807807
47,10,-112467.71793226711
47,11,-101437.21712158062
47,12,-90098.34594646934
47,13,-78732.98708396265
47,14,-67931.16212476743
47,15,-57260.04353330005
47,16,-46658.7284619757
47,17,-35634.0761149209
47,18,-23808.40011461405
47,19,-13277.516077915207
47,20,-1877.9329701140523
47,21,7054.585799307097
47,22,17333.56727420818
47,23,28881.019067086745
47,24,40313.049475684646
47,25,51360.067158540594
47,26,63055.98812119337
47,27,73761.09619288938
47,28,83424.21506783692
47,29,91665.9029516275
48,0,-295399.8493839917
48,1,-283619.4782432924
48,2,-271985.5381721258
48,3,-260156.12119252433
48,4,-249035.6725826324
48,5,-237427.04260115046
48,6,-226021.92005866673
48,7,-214979.38642030687
48,8,-203357.77511837322
48,9,-192465.72552964324
48,10,-181234.64068431302
48,11,-169673.6232887092
48,12,-158587.44396439055
48,13,-147530.33862935845
48,14,-135798.1787862233
48,15,-124599.99111274024
48,16,-113872.6677027857
48,17,-104161.4401562874
48,18,-93350.18075843342
48,19,-82293.87144142401
48,20,-70698.53951473022
48,21,-59556.086048902944
48,22,-49187.007818169775
48,23,-39167.80847533839
48,24,-28107.71509401733
48,25,-17254.178349649417
48,26,-8806.360028341878
48,27,907.6539790211245
48,28,12315.817991602235
48,29,23220.824040519074
49,0,-363668.8543948961
49,1,-351809.3249518528
49,2,-340136.05095830513
49,3,-329061.61248648074
49,4,-317810.3623259533
49,5,-306267.3182763043
49,6,-295163.4779373313
49,7,-284117.5690739126
49,8,-272447.7895209915
49,9,-260774.43095290568
49,10,-249811.72123480588
49,11,-238157.611095279
49,12,-227974.7100701928
49,13,-216442.0006052032
49,14,-204752.90326504398
49,15,-193592.02957169723
49,16,-182654.21678371495
49,17,-171790.29348525451
49,18,-160605.42587705888
49,19,-150783.27891395427
49,20,-140563.49972703133
49,21,-132284.76394980913
49,22,-120684.11223422375
49,23,-111100.4783284245
49,24,-100840.69575692422
49,25,-89698.45635100268
49,26,-78065.67968135001
49,27,-67141.54166785534
49,28,-55666.61017138744
49,29,-43998.13638524385
50,0,-432211.8068084307
50,1,-420471.0187825258
50,2,-408731.6208061436
50,3,-397378.4151704459
50,4,-386293.0988468939
50,5,-374699.0095687192
50,6,-363729.2545529944
50,7,-353108.02771850023
50,8,-341140.0298423972
50,9,-329547.90409505833
50,10,-318411.1609655968
50,11,-307092.655894747
50,12,-296656.34258267004
50,13,-285035.38854510756
50,14,-274739.6889991779
50,15,-264639.18553475395
50,16,-253314.95994484983
50,17,-244132.42350263754
50,18,-233082.92702714086
50,19,-221640.27732095448
50,20,-211004.22640483826
50,21,-199630.55930393282
50,22,-188156.46067918278
50,23,-176673.88684057863
50,24,-165338.9228591706
50,25,-154146.0275285981
50,26,-144163.1764495885
50,27,-133368.43279368244
50,28,-124240.38873107638
50,29,-112928.21411435725
51,0,-501039.55622079084
51,1,-489209.2043774412
51,2,-477787.61654010974
51,3,-466343.1480423757
51,4,-455309.95606429875
51,5,-444040.52086421754
51,6,-432760.87239931105
51,7,-421989.8542341067
51,8,-410240.94301618636
51,9,-398105.6965266727
51,10,-387574.06749226514
51,11,-377078.18195942685
51,12,-366414.3667566683
51,13,-355039.98542592395
51,14,-343975.2043525652
51,15,-333313.5311127873
51,16,-321673.08303335786
51,17,-310406.7528099497
51,18,-298840.53245316027
51,19,-288818.6326916376
51,20,-278015.85407981754
51,21,-264551.4779173024
51,22,-254599.6314838552
51,23,-244012.3897477379
51,24,-232998.18971566285
51,25,-225388.19332899293
51,26,-217777.19759431772
51,27,-206418.2525297394
51,28,-194892.777739265
51,29,-185312.40988984937
52,0,-569716.4719589497
52,1,-558353.4226276469
52,2,-546733.6990501639
52,3,-535673.8002860476
52,4,-524834.6425369498
52,5,-513100.13915931806
52,6,-502252.8334649047
52,7,-491406.5812881221
52,8,-479628.7363926368
52,9,-468169.73384875443
52,10,-456655.6559275836
52,11,-445677.69955328666
52,12,-435130.78558309935
52,13,-420000.11386734666
52,14,-408854.6772212406
52,15,-397447.96574565815
52,16,-386665.6102896156
52,17,-375151.31601233035
52,18,-363555.6228409009
52,19,-355932.5730615342
52,20,-346663.55279257055
52,21,-336023.79599022784
52,22,-324683.8876857166
52,23,-314810.2966808365
52,24,-303311.5728436224
52,25,-293019.896624845
52,26,-283010.1652826811
52,27,-265234.56684199395
52,28,-254792.51233228017
52,29,-243919.41989061423
53,0,-639301.6288507706
53,1,-627835.842892226
53,2,-616377.9719020566
53,3,-604974.0579812591
53,4,-593845.547068474
53,5,-582895.6827248809
53,6,-571693.0094964919
53,7,-560267.3042614991
53,8,-548727.2504970954
53,9,-536733.696092316
53,10,-525651.9654177445
53,11,-514154.0362967551
53,12,-502804.6378602297
53,13,-492756.3609472825
53,14,-482765.718492188
53,15,-472132.22936417675
53,16,-461374.8018838349
53,17,-450045.87417184946
53,18,-438880.0123802526
53,19,-428353.8524059742
53,20,-416711.06750406325
53,21,-407509.9537750962
53,22,-396073.3972110157
53,23,-385136.3024747628
53,24,-373826.77093186986
53,25,-363465.73061806615
53,26,-353171.2489400654
53,27,-341884.1741093644
53,28,-330505.5222248669
53,29,-319307.5196782546
54,0,-708173.2196199532
54,1,-696382.918411966
54,2,-685011.8433998944
54,3,-673797.3475831188
54,4,-662769.9622239219
54,5,-651125.8015244058
54,6,-639599.159467792
54,7,-628964.8354204651
54,8,-617210.966199541
54,9,-607197.5904562115
54,10,-596589.6129567932
54,11,-584965.3186606383
54,12,-573810.3167726472
54,13,-562240.587466734
54,14,-550658.9707237539
54,15,-539379.1084164125
54,16,-528941.286480358
54,17,-517608.00998027076
54,18,-507030.41743572906
54,19,-496004.2080174759
54,20,-486140.4103886592
54,21,-475288.38895366166
54,22,-464332.30490951566
54,23,-452679.8285228689
54,24,-441342.56041461835
54,25,-429943.4085662267
54,26,-420410.4447934171
54,27,-408903.8831060543
54,28,-397383.4405572014
54,29,-388640.49504632596
55,0,-776812.8131897608
55,1,-765299.8001400883
55,2,-753911.7631094996
55,3,-742766.6383628361
55,4,-731614.2548605391
55,5,-720704.8198392382
55,6,-710005.2058820217
55,7,-698914.2896831186
55,8,-687106.2928841426
55,9,-675699.1141793784
55,10,-664500.1508986182
55,11,-654333.4034125797
55,12,-643042.7887786237
55,13,-632132.1460752166
55,14,-620484.8380724317
55,15,-609452.6625484531
55,16,-598781.1246092129
55,17,-586026.7526951618
55,18,-574424.0329164034
55,19,-563935.8418010677
55,20,-552130.7789173047
55,21,-542193.3387559606
55,22,-531039.6773543325
55,23,-519194.5122890697
55,24,-510444.93624670536
55,25,-498856.2473728787
55,26,-487628.57027536957
55,27,-476963.6095261597
55,28,-465743.5504617705
55,29,-455949.94182236027
56,0,-846311.3030774402
56,1,-835086.5847687459
56,2,-823420.1096349466
56,3,-812235.3134164343
56,4,-801065.3457963653
56,5,-789412.2245808225
56,6,-778700.92701999
56,7,-767577.6885590912
56,8,-755898.5258774682
56,9,-744282.3879905837
56,10,-732955.0787123735
56,11,-722021.1770678777
56,12,-710590.8052812739
56,13,-699099.2239269625
56,14,-687570.0887316908
56,15,-676310.66171302
56,16,-666143.4966825275
56,17,-654684.171232048
56,18,-643707.0662219274
56,19,-633650.4805729957
56,20,-622680.6080257603
56,21,-612305.5687432922
56,22,-602927.0208477146
56,23,-592230.4986397073
56,24,-580751.8379063881
56,25,-571196.6302760807
56,26,-562555.6946624024
56,27,-550555.0007263734
56,28,-540285.5021785164
56,29,-531102.3653795174
57,0,-914734.9201587238
57,1,-903285.7332959549
57,2,-891880.4550714814
57,3,-880543.0889033154
57,4,-869540.7137136068
57,5,-858149.0075524361
57,6,-847326.436454996
57,7,-836178.6596475262
57,8,-822607.0930920704
57,9,-811033.2940035197
57,10,-799627.4857232709
57,11,-788715.0822288147
57,12,-778191.4937030524
57,13,-767819.1424894542
57,14,-756882.5403651678
57,15,-745547.9930172325
57,16,-734530.4435411225
57,17,-724094.9226963696
57,18,-713546.0540644835
57,19,-703295.4727833625
57,20,-692125.6221922684
57,21,-683785.0980187161
57,22,-674069.7557383776
57,23,-664574.3864410487
57,24,-654444.2490902952
57,25,-644058.2635974861
57,26,-634722.0686813118
57,27,-623581.9257753156
57,28,-613420.6562415547
57,29,-602167.4408884497
58,0,-983988.0776154716
58,1,-972627.3964392766
58,2,-961238.8187730289
58,3,-949941.3107085916
58,4,-938728.0854954454
58,5,-927030.3011352533
58,6,-915951.5161119332
58,7,-905284.8808796041
58,8,-893821.8819344137
58,9,-882378.473682797
58,10,-871355.4917735304
58,11,-860257.5019031996
58,12,-849368.1682392629
58,13,-839103.7944310112
58,14,-828345.2109833458
58,15,-817792.2912408086
58,16,-808184.8551415629
58,17,-797766.8128271856
58,18,-787355.7248192839
58,19,-776725.9575281189
58,20,-766295.81261507
58,21,-756046.8255737108
58,22,-744832.3451192527
58,23,-733390.4021762451
58,24,-723157.7062377916
58,25,-714872.8415969736
58,26,-704681.1549522239
58,27,-693405.1717106543
58,28,-682464.3169172982
58,29,-673181.1816339102
59,0,-1052690.4543389846
59,1,-1041383.4919895115
59,2,-1030064.487478002
59,3,-1019166.2792815397
59,4,-1009002.6995692332
59,5,-997525.7745668362
59,6,-986426.2884144229
59,7,-975343.586393164
59,8,-963816.3275601586
59,9,-953020.320867768
59,10,-942053.9470433408
59,11,-931594.664338415
59,12,-921215.6073420645
59,13,-909640.0743187661
59,14,-899385.9112880542
59,15,-888875.7932212193
59,16,-878318.6193904896
59,17,-867011.4772140224
59,18,-856196.6839136556
59,19,-845685.77906981
59,20,-835807.3534113588
59,21,-825417.2358598025
59,22,-814815.0582605042
59,23,-805093.4343228443
59,24,-794083.0625885795
59,25,-783532.4340507026
59,26,-772656.6722847288
59,27,-762288.5090843671
59,28,-750953.968962559
59,29,-740776.5369159612
60,0,-1123047.041917774
60,1,-1111365.1900692089
60,2,-1099994.2293773033
60,3,-1088585.2883570092
60,4,-1078056.698731787
60,5,-1066587.725980305
60,6,-1055764.3508827756
60,7,-1045353.7193508144
60,8,-1033816.0561059206
60,9,-1023179.261034903
60,10,-1011571.9595522969
60,11,-1000686.8709524488
60,12,-989628.3360524056
60,13,-978497.9115425759
60,14,-968164.1727267076
60,15,-957410.5307979067
60,16,-947329.612458956
60,17,-935941.1991218547
60,18,-926220.4076554091
60,19,-915100.3919603047
60,20,-904711.2726506788
60,21,-893520.64790359
60,22,-882404.5442516264
60,23,-872680.6538662547
60,24,-861667.7026303415
60,25,-849906.1812535673
60,26,-839507.6525761071
60,27,-828880.0466053304
60,28,-817802.9298021412
60,29,-808717.3914181022
61,0,-1192328.103154567
61,1,-1180882.6025404804
61,2,-1169817.204168241
61,3,-1158555.2762407009
61,4,-1147545.0992180025
61,5,-1136264.692044328
61,6,-1125295.8622414665
61,7,-1114308.7016552407
61,8,-1103098.8174784277
61,9,-1091558.4139856268
61,10,-1080558.0239980924
61,11,-1069114.912722311
61,12,-1058523.599850575
61,13,-1048330.0437206752
61,14,-1037797.4036771794
61,15,-1023413.5392782873
61,16,-1012381.2837279914
61,17,-1001330.9794748119
61,18,-990460.7684688247
61,19,-980246.230906446
61,20,-969118.7409062311
61,21,-959614.2837941577
61,22,-949535.8453589409
61,23,-938381.3687548391
61,24,-927250.486251182
61,25,-916904.6270078095
61,26,-906607.2455046186
61,27,-895761.881280758
61,28,-885554.9383081786
61,29,-872993.3999248408
62,0,-1261408.182275109
62,1,-1249973.8611811376
62,2,-1238576.9770816201
62,3,-1227398.0393180484
62,4,-1216622.0361113232
62,5,-1205122.2192000481
62,6,-1194077.6391534777
62,7,-1183808.3373915171
62,8,-1172770.7037542295
62,9,-1161350.58637721
62,10,-1150071.4874415076
62,11,-1139159.3963044425
62,12,-1127746.8664703332
62,13,-1117024.8190949308
62,14,-1106307.531183071
62,15,-1095575.5668614642
62,16,-1084170.1531424676
62,17,-1073584.8295579897
62,18,-1062813.3445751597
62,19,-1050935.865954149
62,20,-1036195.5635946746
62,21,-1025682.6301423996
62,22,-1015230.1963982661
62,23,-1004206.018039818
62,24,-993864.4796433859
62,25,-982670.4799108137
62,26,-971604.9909987301
62,27,-962190.1984273596
62,28,-951030.6745085503
62,29,-941820.0634487183
